#DrugBank-ID,Drug-name,HPO-ID,Symptom
5114,ehc18,12115,hepatitis
5114,ehc18,30731,carcinoma
5115,nn344,819,diabetes mellitus
5116,thymectacin,3003,colon cancer
5119,rilapladib,2621,atherosclerosis
5120,at1391,819,diabetes mellitus
5121,1d09c3,2665,lymphoma
5121,1d09c3,12190,t-cell lymphoma
5122,r1295,1369,arthritis
5122,r1295,1370,rheumatoid arthritis
5123,gemcabene,2621,atherosclerosis
5123,gemcabene,3077,hyperlipidemia
5124,arc183,3674,onset
5125,sc12267,1369,arthritis
5125,sc12267,1370,rheumatoid arthritis
5126,pym50018,508,ptosis
5126,pym50018,7354,amyotrophic lateral sclerosis
5126,pym50018,25275,lateral
5127,ana971,11010,chronic
5127,ana971,12115,hepatitis
5127,ana971,200123,chronic hepatitis
5129,elsamitrucin,2665,lymphoma
5131,ttp889,1907,thromboembolism
5132,nd1251,12825,mild
5132,nd1251,100543,cognitive impairment
5133,vp025,7354,amyotrophic lateral sclerosis
5133,vp025,11010,chronic
5133,vp025,25275,lateral
5133,vp025,30645,central
5134,tanespimycin,1909,leukemia
5134,tanespimycin,5506,chronic myelogenous leukemia
5134,tanespimycin,11010,chronic
5134,tanespimycin,31273,shock
5134,tanespimycin,100033,tics
5136,bavituximab,12115,hepatitis
5137,lobeline,30646,peripheral
5137,lobeline,100785,insomnia
5138,adpedf,608,macular degeneration
5139,cr002,112,nephropathy
5142,nd7001,739,anxiety
5144,pev3a,100033,tics
5145,th0318,819,diabetes mellitus
5146,xl820,1909,leukemia
5146,xl820,3002,breast carcinoma
5146,xl820,9733,glioma
5146,xl820,30731,carcinoma
5147,cyt997,1909,leukemia
5151,tst10088,508,ptosis
5152,ngx267,100753,schizophrenia
5154,pretomanid,100033,tics
5155,cr665,2595,ileus
5155,cr665,11009,acute
5155,cr665,11010,chronic
5155,cr665,12531,pain
5155,cr665,30646,peripheral
5155,cr665,31844,euphoria
5156,sl017,1061,acne
5156,sl017,11856,pica
5156,sl017,25127,actinic keratosis
5157,kc706,1369,arthritis
5157,kc706,1370,rheumatoid arthritis
5159,ccx915,2621,atherosclerosis
5159,ccx915,30645,central
5160,topsalysin,8711,benign prostatic hyperplasia
5160,topsalysin,12125,prostate cancer
5160,topsalysin,12838,localized
5161,elafin,12828,severe
5163,pv903,789,infertility
5163,pv903,31796,recurrent
5164,cmlvax100,1909,leukemia
5164,cmlvax100,11010,chronic
5164,cmlvax100,12324,myeloid leukemia
5164,cmlvax100,100033,tics
5166,apd668,819,diabetes mellitus
5166,apd668,1943,hypoglycemia
5167,pdpsc18,11010,chronic
5167,pdpsc18,12115,hepatitis
5167,pdpsc18,31035,chronic infection
5169,at9283,1909,leukemia
5169,at9283,100033,tics
5172,at3022,11009,acute
5172,at3022,11010,chronic
5172,at3022,12531,pain
5172,at3022,12532,chronic pain
5172,at3022,12826,moderate
5172,at3022,12828,severe
5172,at3022,100033,tics
5173,ptc299,608,macular degeneration
5177,dg051,1658,myocardial infarction
5178,dlo6001,975,hyperhidrosis
5180,lx6171,726,dementia
5180,lx6171,752,hyperactivity
5180,lx6171,100543,cognitive impairment
5180,lx6171,100753,schizophrenia
5181,bta798,2099,asthma
5181,bta798,11010,chronic
5182,as1409,2861,melanoma
5184,xl228,1909,leukemia
5185,tro19622,2180,neurodegeneration
5187,elafibranor,819,diabetes mellitus
5187,elafibranor,2621,atherosclerosis
5187,elafibranor,25502,overweight
5188,kd3010,1513,obesity
5189,epc2407,508,ptosis
5189,epc2407,2665,lymphoma
5189,epc2407,40282,frequent
5190,xl281,2861,melanoma
5190,xl281,3003,colon cancer
5192,mb07811,3077,hyperlipidemia
5192,mb07811,100033,tics
5194,kb002,1369,arthritis
5194,kb002,1370,rheumatoid arthritis
5195,adc4022,2099,asthma
5195,adc4022,11010,chronic
5195,adc4022,12828,severe
5196,acr325,709,psychosis
5199,lx1031,30645,central
5199,lx1031,30646,peripheral
5201,v24343,1513,obesity
5202,egaptivon pegol,11009,acute
5202,egaptivon pegol,100545,arterial stenosis
5203,spp1148,822,hypertension
5205,cx157,739,anxiety
5207,sd118,12531,pain
5207,sd118,30645,central
5209,sym001,979,purpura
5209,sym001,1873,thrombocytopenia
5212,he3286,1369,arthritis
5212,he3286,1370,rheumatoid arthritis
5214,kd7040,11856,pica
5214,kd7040,12531,pain
5217,gmx1777,508,ptosis
5217,gmx1777,2665,lymphoma
5218,pn0621,1369,arthritis
5218,pn0621,1370,rheumatoid arthritis
5218,pn0621,100280,crohn's disease
5219,crisaborole,1047,atopic dermatitis
5219,crisaborole,11856,pica
5219,crisaborole,12824,severity
5219,crisaborole,12825,mild
5219,crisaborole,12826,moderate
5225,am103,2099,asthma
5227,apd791,4420,arterial thrombosis
5229,beraprost,822,hypertension
5230,ac3056,2621,atherosclerosis
5232,tetrodotoxin,3401,paresthesia
5232,tetrodotoxin,3470,paralysis
5232,tetrodotoxin,11010,chronic
5232,tetrodotoxin,12531,pain
5232,tetrodotoxin,32149,breakthrough pain
5234,lgd2941,939,osteoporosis
5235,nrp409,821,hypothyroidism
5235,nrp409,832,primary hypothyroidism
5236,ren001,1297,stroke
5236,ren001,31915,stable
5237,rhmbl,2721,immunodeficiency
5237,rhmbl,12828,severe
5237,rhmbl,32169,severe infection
5239,cobimetinib,2861,melanoma
5239,cobimetinib,30645,central
5242,eirna,12115,hepatitis
5242,eirna,100033,tics
5244,g4544,939,osteoporosis
5244,g4544,2665,lymphoma
5245,silver sulfadiazine,11856,pica
5245,silver sulfadiazine,100806,sepsis
5246,methsuximide,1250,seizure
5246,methsuximide,31375,refractory
5249,favid,2665,lymphoma
5252,fenoxaprop-ethyl,11010,chronic
5252,fenoxaprop-ethyl,12531,pain
5252,fenoxaprop-ethyl,100749,chest pain
5253,proellex,30127,endometriosis
5255,ronacaleret,939,osteoporosis
5257,neocartilage,11009,acute
5257,neocartilage,11010,chronic
5257,neocartilage,12531,pain
5258,natural alpha interferon,1909,leukemia
5258,natural alpha interferon,2861,melanoma
5258,natural alpha interferon,12115,hepatitis
5259,glatiramer,40279,frequency
5260,gallium nitrate,2665,lymphoma
5260,gallium nitrate,3072,hypercalcemia
5262,oxypurinol,1635,congestive heart failure
5262,oxypurinol,2149,hyperuricemia
5264,npi 32101,1047,atopic dermatitis
5265,ecabet,2592,gastric ulcer
5265,ecabet,4398,peptic ulcer
5265,ecabet,5263,gastritis
5265,ecabet,100633,esophagitis
5266,ibudilast,2099,asthma
5266,ibudilast,3676,progressive
5266,ibudilast,25297,prolonged
5268,ico-007,488,retinopathy
5268,ico-007,608,macular degeneration
5271,rotigotine,12452,restless legs
5271,rotigotine,12826,moderate
5271,rotigotine,12828,severe
5271,rotigotine,12834,right
5273,samarium (153sm) lexidronam,1369,arthritis
5273,samarium (153sm) lexidronam,1370,rheumatoid arthritis
5273,samarium (153sm) lexidronam,2653,bone pain
5273,samarium (153sm) lexidronam,6775,multiple myeloma
5273,samarium (153sm) lexidronam,12125,prostate cancer
5273,samarium (153sm) lexidronam,12531,pain
5276,hepatitis b immune globulin,1402,hepatocellular carcinoma
5276,hepatitis b immune globulin,12115,hepatitis
5276,hepatitis b immune globulin,30731,carcinoma
5281,s-8184,30406,primary peritoneal carcinoma
5281,s-8184,30731,carcinoma
5282,mcc,508,ptosis
5282,mcc,12830,position
5285,sb-249553,2861,melanoma
5288,anecortave acetate,501,glaucoma
5288,anecortave acetate,608,macular degeneration
5288,anecortave acetate,1259,coma
5288,anecortave acetate,11856,pica
5289,tarenflurbil,12125,prostate cancer
5289,tarenflurbil,12825,mild
5290,spp 301,112,nephropathy
5290,spp 301,100033,tics
5294,vandetanib,25282,dull
5295,eldecalcitol,939,osteoporosis
5296,motexafin lutetium,608,macular degeneration
5296,motexafin lutetium,12125,prostate cancer
5296,motexafin lutetium,30646,peripheral
5296,motexafin lutetium,32131,cervical dysplasia
5297,paclitaxel docosahexaenoic acid,12125,prostate cancer
5298,tetomilast,2583,colitis
5298,tetomilast,11010,chronic
5298,tetomilast,100279,ulcerative colitis
5300,pti-801,1369,arthritis
5300,pti-801,2758,osteoarthritis
5300,pti-801,11009,acute
5300,pti-801,11010,chronic
5300,pti-801,12531,pain
5303,oms-103hp,11009,acute
5303,oms-103hp,11010,chronic
5303,oms-103hp,12531,pain
5304,wx-g250,5584,renal cell carcinoma
5304,wx-g250,6770,clear cell renal cell carcinoma
5304,wx-g250,30731,carcinoma
5305,cintredekin besudotox,12174,glioblastoma multiforme
5309,tp-508,20110,bone fracture
5310,fp-1096,12531,pain
5310,fp-1096,30127,endometriosis
5311,ecallantide,969,edema
5311,ecallantide,11009,acute
5311,ecallantide,12531,pain
5311,ecallantide,12828,severe
5311,ecallantide,31796,recurrent
5311,ecallantide,100665,angioedema
5312,nvs antibody,1369,arthritis
5312,nvs antibody,1370,rheumatoid arthritis
5316,pimavanserin,709,psychosis
5316,pimavanserin,100033,tics
5316,pimavanserin,100753,schizophrenia
5317,tak-475,3077,hyperlipidemia
5319,oportuzumab monatox,30731,carcinoma
5320,atg-fresenius s,11009,acute
5321,peg-uricase,1997,gout
5321,peg-uricase,2149,hyperuricemia
5321,peg-uricase,12828,severe
5321,peg-uricase,31375,refractory
5322,ingn 201,12125,prostate cancer
5327,ranirestat,1271,polyneuropathy
5327,ranirestat,7178,motor polyneuropathy
5327,ranirestat,12825,mild
5327,ranirestat,12826,moderate
5329,mdx-1379,2861,melanoma
5332,romiplostim,979,purpura
5332,romiplostim,11010,chronic
5333,tc-5231,752,hyperactivity
5336,obiltoxaximab,100280,crohn's disease
5337,sot-107,9733,glioma
5339,mn-305,739,anxiety
5339,mn-305,12837,generalized
5339,mn-305,100785,insomnia
5340,atl-2502,2583,colitis
5340,atl-2502,100279,ulcerative colitis
5341,c1-inh,969,edema
5341,c1-inh,12531,pain
5341,c1-inh,100665,angioedema
5343,arundic acid,2637,cerebral ischemia
5343,arundic acid,7354,amyotrophic lateral sclerosis
5343,arundic acid,25275,lateral
5344,ciliary neurotrophic factor,572,visual loss
5344,ciliary neurotrophic factor,608,macular degeneration
5344,ciliary neurotrophic factor,32118,retinitis
5345,so-101,739,anxiety
5345,so-101,11856,pica
5345,so-101,100785,insomnia
5346,wl-1002,1369,arthritis
5346,wl-1002,2758,osteoarthritis
5346,wl-1002,11009,acute
5346,wl-1002,11010,chronic
5346,wl-1002,11856,pica
5346,wl-1002,12531,pain
5350,ap-1034,20,urinary incontinence
5351,dexlansoprazole,2020,gastroesophageal reflux
5351,dexlansoprazole,100633,esophagitis
5352,fx-1006a,1056,milia
5352,fx-1006a,1271,polyneuropathy
5352,fx-1006a,1638,cardiomyopathy
5352,fx-1006a,3198,myopathy
5352,fx-1006a,11034,amyloidosis
5361,sr-123781a,1907,thromboembolism
5361,sr-123781a,11009,acute
5362,ssr-126517e,1907,thromboembolism
5363,lic-477,1257,spasticity
5363,lic-477,100661,trigeminal neuralgia
5364,rox-888,11009,acute
5364,rox-888,11010,chronic
5364,rox-888,12531,pain
5365,bf-200 ala,25127,actinic keratosis
5367,actelion-1,822,hypertension
5368,ragweed pollen extract,12393,allergy
5368,ragweed pollen extract,100033,tics
5369,hzt-501,11009,acute
5369,hzt-501,11010,chronic
5369,hzt-501,12531,pain
5369,hzt-501,100033,tics
5370,nova-22007,509,conjunctivitis
5370,nova-22007,1096,keratoconjunctivitis
5370,nova-22007,12826,moderate
5370,nova-22007,12828,severe
5371,acr-16,100753,schizophrenia
5372,cp-945598,1513,obesity
5377,chlorfenson,12203,onychomycosis
5380,dotmp ho-166,6775,multiple myeloma
5381,histamine,30645,central
5382,iodine,11009,acute
5382,iodine,11010,chronic
5382,iodine,12531,pain
5382,iodine,12826,moderate
5382,iodine,12828,severe
5382,iodine,25283,tender
5383,pimagedine,112,nephropathy
5383,pimagedine,100033,tics
5387,ae-941,608,macular degeneration
5387,ae-941,5584,renal cell carcinoma
5387,ae-941,6775,multiple myeloma
5387,ae-941,12125,prostate cancer
5387,ae-941,30731,carcinoma
5391,liposomal prostaglandin e1,30646,peripheral
5394,corticorelin,969,edema
5395,amibegron,1513,obesity
5395,amibegron,11856,pica
5396,albinterferon alfa-2b,11010,chronic
5396,albinterferon alfa-2b,12115,hepatitis
5396,albinterferon alfa-2b,200123,chronic hepatitis
5398,c31g,2721,immunodeficiency
5399,succinobucol,819,diabetes mellitus
5399,succinobucol,2621,atherosclerosis
5400,qs-21,2861,melanoma
5400,qs-21,12115,hepatitis
5403,cep-1347,508,ptosis
5403,cep-1347,2099,asthma
5404,azd 3355,2020,gastroesophageal reflux
5405,xtl-001,11010,chronic
5405,xtl-001,12115,hepatitis
5406,gti-2501,12125,prostate cancer
5406,gti-2501,31375,refractory
5407,tbc-3711,822,hypertension
5407,tbc-3711,1635,congestive heart failure
5408,emricasan,508,ptosis
5408,emricasan,12115,hepatitis
5409,ncx 701,11009,acute
5409,ncx 701,11010,chronic
5409,ncx 701,12531,pain
5410,ncx 1022,1047,atopic dermatitis
5411,vb2-011,2665,lymphoma
5411,vb2-011,2861,melanoma
5412,talmapimod,1369,arthritis
5412,talmapimod,1370,rheumatoid arthritis
5412,talmapimod,11009,acute
5412,talmapimod,11010,chronic
5412,talmapimod,12531,pain
5415,osi-461,1909,leukemia
5415,osi-461,12125,prostate cancer
5415,osi-461,100280,crohn's disease
5416,gw-501516,1513,obesity
5416,gw-501516,3077,hyperlipidemia
5418,gw 597599,739,anxiety
5418,gw 597599,2013,vomiting
5418,gw 597599,410281,dyspepsia
5420,gallium maltolate,2665,lymphoma
5420,gallium maltolate,6775,multiple myeloma
5420,gallium maltolate,11010,chronic
5420,gallium maltolate,12125,prostate cancer
5421,cp-122721,2099,asthma
5422,opc-14523,100739,bulimia
5423,org-34517,501,glaucoma
5423,org-34517,822,hypertension
5423,org-34517,1259,coma
5424,canertinib,2860,squamous cell carcinoma
5424,canertinib,30731,carcinoma
5427,idd-3,2861,melanoma
5428,motexafin gadolinium,2665,lymphoma
5429,cat-213,3193,allergic rhinitis
5429,cat-213,12384,rhinitis
5430,vlts-589,30646,peripheral
5431,mln-977,2099,asthma
5431,mln-977,11010,chronic
5432,das-431 iv,726,dementia
5432,das-431 iv,1297,stroke
5432,das-431 iv,100753,schizophrenia
5433,rglp-1,819,diabetes mellitus
5433,rglp-1,1635,congestive heart failure
5434,abt-510,2665,lymphoma
5434,abt-510,2861,melanoma
5434,abt-510,100033,tics
5438,idm-4,1909,leukemia
5438,idm-4,32320,affected
5439,idd-1,12125,prostate cancer
5440,srp 299,964,eczema
5440,srp 299,1047,atopic dermatitis
5440,srp 299,2099,asthma
5440,srp 299,30646,peripheral
5441,avac,964,eczema
5441,avac,1047,atopic dermatitis
5441,avac,2099,asthma
5441,avac,30646,peripheral
5442,etiprednol dicloacetate,2099,asthma
5442,etiprednol dicloacetate,100280,crohn's disease
5443,adl 10-0101,1369,arthritis
5443,adl 10-0101,1370,rheumatoid arthritis
5443,adl 10-0101,11009,acute
5443,adl 10-0101,11010,chronic
5443,adl 10-0101,12531,pain
5443,adl 10-0101,30645,central
5443,adl 10-0101,30646,peripheral
5444,iroxanadine,2621,atherosclerosis
5444,iroxanadine,30645,central
5444,iroxanadine,30646,peripheral
5446,ljp 1082,1297,stroke
5446,ljp 1082,31796,recurrent
5447,avi-4557,739,anxiety
5448,px-12,508,ptosis
5449,fm-vp4,2621,atherosclerosis
5449,fm-vp4,3077,hyperlipidemia
5450,pym50028,726,dementia
5451,p54,1369,arthritis
5451,p54,2583,colitis
5451,p54,2758,osteoarthritis
5451,p54,100279,ulcerative colitis
5451,p54,100280,crohn's disease
5452,ph-284,1824,weight loss
5452,ph-284,2039,anorexia
5452,ph-284,4326,cachexia
5452,ph-284,11009,acute
5452,ph-284,30646,peripheral
5455,sr 121463,2902,hyponatremia
5456,etc-588,2621,atherosclerosis
5456,etc-588,11009,acute
5457,osi-7904l,30731,carcinoma
5458,pozanicline,752,hyperactivity
5458,pozanicline,7018,attention deficit hyperactivity disorder
5458,pozanicline,100753,schizophrenia
5459,briakinumab,1369,arthritis
5459,briakinumab,1370,rheumatoid arthritis
5459,briakinumab,100280,crohn's disease
5460,ezatiostat,1909,leukemia
5461,opc-28326,30646,peripheral
5462,chlorotoxin i-131,1259,coma
5462,chlorotoxin i-131,9592,astrocytoma
5462,chlorotoxin i-131,9733,glioma
5462,chlorotoxin i-131,12174,glioblastoma multiforme
5462,chlorotoxin i-131,100242,sarcoma
5463,iss-1018,2665,lymphoma
5463,iss-1018,12115,hepatitis
5464,nox-700,819,diabetes mellitus
5465,tandutinib,1909,leukemia
5466,r673,739,anxiety
5467,r667,2097,emphysema
5468,r411,2099,asthma
5469,r450,20,urinary incontinence
5470,vx-702,1369,arthritis
5470,vx-702,1370,rheumatoid arthritis
5471,sgn-30,2665,lymphoma
5471,sgn-30,12189,hodgkin lymphoma
5471,sgn-30,12190,t-cell lymphoma
5472,omega interferon,12115,hepatitis
5473,qr-334,2307,drooling
5473,qr-334,3560,muscular dystrophy
5473,qr-334,7354,amyotrophic lateral sclerosis
5473,qr-334,25275,lateral
5473,qr-334,100021,cerebral palsy
5474,t487,1369,arthritis
5474,t487,1370,rheumatoid arthritis
5475,golotimod,1649,tachycardia
5475,golotimod,1945,fever
5475,golotimod,2094,dyspnea
5475,golotimod,12115,hepatitis
5475,golotimod,12531,pain
5475,golotimod,12735,cough
5475,golotimod,31245,productive cough
5475,golotimod,100749,chest pain
5476,wx-uk1,3003,colon cancer
5476,wx-uk1,30731,carcinoma
5477,muc1 dendritic cell vaccine,11856,pica
5478,pradefovir mesylate,11010,chronic
5478,pradefovir mesylate,12115,hepatitis
5478,pradefovir mesylate,31915,stable
5478,pradefovir mesylate,200123,chronic hepatitis
5479,czen 002,30683,vaginitis
5480,pbi-1402,1903,anemia
5481,recombinant alpha 1-antitrypsin,1047,atopic dermatitis
5481,recombinant alpha 1-antitrypsin,11010,chronic
5481,recombinant alpha 1-antitrypsin,11856,pica
5481,recombinant alpha 1-antitrypsin,32322,healthy
5483,pcl-016,1061,acne
5484,mdx-018,11010,chronic
5484,mdx-018,30645,central
5484,mdx-018,100847,palmoplantar pustulosis
5485,adh-1,508,ptosis
5485,adh-1,2861,melanoma
5485,adh-1,25279,migratory
5485,adh-1,30731,carcinoma
5485,adh-1,40279,frequency
5487,custirsen,508,ptosis
5488,technetium tc-99m ciprofloxacin,1945,fever
5488,technetium tc-99m ciprofloxacin,2090,pneumonia
5488,technetium tc-99m ciprofloxacin,2754,osteomyelitis
5488,technetium tc-99m ciprofloxacin,12486,myelitis
5488,technetium tc-99m ciprofloxacin,25615,abscess
5489,aca 125,25318,ovarian carcinoma
5489,aca 125,30731,carcinoma
5490,t131,819,diabetes mellitus
5492,epicept np-1,11009,acute
5492,epicept np-1,11010,chronic
5492,epicept np-1,11856,pica
5492,epicept np-1,12531,pain
5492,epicept np-1,30646,peripheral
5493,nx-1207,8711,benign prostatic hyperplasia
5494,elacytarabine,1909,leukemia
5494,elacytarabine,2861,melanoma
5495,pg-530742,1369,arthritis
5495,pg-530742,2758,osteoarthritis
5495,pg-530742,5086,knee osteoarthritis
5495,pg-530742,12825,mild
5495,pg-530742,12826,moderate
5496,otelixizumab,819,diabetes mellitus
5496,otelixizumab,1369,arthritis
5496,otelixizumab,1370,rheumatoid arthritis
5498,kw-7158,12,urinary urgency
5498,kw-7158,20,urinary incontinence
5498,kw-7158,40282,frequent
5499,tak-428,30646,peripheral
5500,avn-944,508,ptosis
5500,avn-944,1909,leukemia
5500,avn-944,2665,lymphoma
5500,avn-944,6775,multiple myeloma
5501,amd-070,32322,healthy
5501,amd-070,100033,tics
5502,ag-858,1909,leukemia
5502,ag-858,31273,shock
5505,nm-702,2025,anal stenosis
5505,nm-702,2099,asthma
5505,nm-702,2634,arteriosclerosis
5505,nm-702,3416,spinal canal stenosis
5505,nm-702,4417,intermittent claudication
5505,nm-702,30646,peripheral
5506,isis 113715,819,diabetes mellitus
5509,li-301,12876,premature ejaculation
5509,li-301,25282,dull
5510,huperzine-a,1945,fever
5510,huperzine-a,2180,neurodegeneration
5511,piclidenoson,1369,arthritis
5511,piclidenoson,1370,rheumatoid arthritis
5511,piclidenoson,100280,crohn's disease
5512,mm-093,1369,arthritis
5512,mm-093,1370,rheumatoid arthritis
5513,atiprimod,1369,arthritis
5513,atiprimod,1370,rheumatoid arthritis
5513,atiprimod,6775,multiple myeloma
5516,pi-0824,12835,left
5518,managlinat dialanetil,819,diabetes mellitus
5519,budiodarone,5110,atrial fibrillation
5519,budiodarone,11675,arrhythmia
5521,telaprevir,1402,hepatocellular carcinoma
5521,telaprevir,11010,chronic
5521,telaprevir,12115,hepatitis
5521,telaprevir,12830,position
5521,telaprevir,30731,carcinoma
5521,telaprevir,200123,chronic hepatitis
5525,ew-a-401,30646,peripheral
5528,mipomersen,1056,milia
5528,mipomersen,1397,hepatic steatosis
5528,mipomersen,3124,hypercholesterolemia
5530,cpg 10101,11010,chronic
5530,cpg 10101,12115,hepatitis
5530,cpg 10101,31035,chronic infection
5533,qr-333,9830,peripheral neuropathy
5533,qr-333,11856,pica
5533,qr-333,12531,pain
5533,qr-333,30646,peripheral
5533,qr-333,200042,skin ulcer
5541,brivaracetam,1250,seizure
5541,brivaracetam,3674,onset
5542,naronapride,2020,gastroesophageal reflux
5542,naronapride,2578,gastroparesis
5549,ino-1001,1658,myocardial infarction
5550,iratumumab,2665,lymphoma
5552,tg100-115,969,edema
5552,tg100-115,1658,myocardial infarction
5552,tg100-115,100665,angioedema
5555,enokizumab,2099,asthma
5560,delcasertib,1658,myocardial infarction
5562,naluzotan,739,anxiety
5578,ramucirumab,30731,carcinoma
5580,tru-015,1369,arthritis
5580,tru-015,1370,rheumatoid arthritis
5580,tru-015,2665,lymphoma
5585,verubulin,2861,melanoma
5586,facinicline,100753,schizophrenia
5590,bedoradrine,2099,asthma
5599,fibroblast growth factor-1,30646,peripheral
5606,beclanorsen,1909,leukemia
5607,prx-08066,822,hypertension
5607,prx-08066,11010,chronic
5608,mkc-1,1909,leukemia
5611,apilimod,100280,crohn's disease
5620,avi-4065,12115,hepatitis
5620,avi-4065,100033,tics
5624,teverelix,8711,benign prostatic hyperplasia
5624,teverelix,12125,prostate cancer
5624,teverelix,30127,endometriosis
5625,ctce-9908,1259,coma
5625,ctce-9908,100242,sarcoma
5626,retaspimycin,6775,multiple myeloma
5630,sodium stibogluconate,11856,pica
5630,sodium stibogluconate,100754,mania
5631,alt-2074,819,diabetes mellitus
5631,alt-2074,2583,colitis
5631,alt-2074,100279,ulcerative colitis
5633,glypromate,508,ptosis
5642,ddp-225,2014,diarrhea
5645,larazotide,819,diabetes mellitus
5649,ntx-265,1297,stroke
5649,ntx-265,100033,tics
5650,ot-551,501,glaucoma
5650,ot-551,518,cataract
5650,ot-551,608,macular degeneration
5650,ot-551,1259,coma
5650,ot-551,11856,pica
5652,vtp-201227,11856,pica
5656,veltuzumab,2665,lymphoma
5659,faropenem medoxomil,388,otitis media
5659,faropenem medoxomil,12387,bronchitis
5662,np-50301,11856,pica
5667,levoketoconazole,819,diabetes mellitus
5668,palifosfamide,1259,coma
5668,palifosfamide,2665,lymphoma
5668,palifosfamide,100242,sarcoma
5676,apremilast,1369,arthritis
5676,apremilast,12826,moderate
5676,apremilast,12828,severe
5676,apremilast,30645,central
5678,slx-4090,3077,hyperlipidemia
5679,ustekinumab,1369,arthritis
5679,ustekinumab,12826,moderate
5679,ustekinumab,12828,severe
5679,ustekinumab,100280,crohn's disease
5680,sotirimod,25127,actinic keratosis
5685,fx06,1658,myocardial infarction
5685,fx06,11009,acute
5685,fx06,11010,chronic
5686,sivifene,32131,cervical dysplasia
5686,sivifene,32301,genital warts
5687,bl-1020,100753,schizophrenia
5688,crx-119,1369,arthritis
5688,crx-119,1370,rheumatoid arthritis
5695,nps-2143,939,osteoporosis
5705,als-08,7354,amyotrophic lateral sclerosis
5705,als-08,25275,lateral
5706,13-deoxydoxorubicin,100033,tics
5708,gts-21,12834,right
5708,gts-21,32322,healthy
5708,gts-21,100753,schizophrenia
5713,ly-517717,1907,thromboembolism
5718,maxy-g34,1875,neutropenia
5718,maxy-g34,12830,position
5719,elesclomol,2861,melanoma
5719,elesclomol,12826,moderate
5722,cgc-11047,508,ptosis
5722,cgc-11047,608,macular degeneration
5722,cgc-11047,2665,lymphoma
5722,cgc-11047,12125,prostate cancer
5730,pmi-001,1369,arthritis
5730,pmi-001,1370,rheumatoid arthritis
5730,pmi-001,10783,erythema
5732,strontium malonate,939,osteoporosis
5736,miv-701,939,osteoporosis
5737,varespladib methyl,2621,atherosclerosis
5737,varespladib methyl,11009,acute
5738,vapitadine,1047,atopic dermatitis
5738,vapitadine,100033,tics
5739,cyt006-angqb,822,hypertension
5739,cyt006-angqb,32263,increased blood pressure
5740,rpi-78m,3560,muscular dystrophy
5740,rpi-78m,7354,amyotrophic lateral sclerosis
5740,rpi-78m,11009,acute
5740,rpi-78m,11010,chronic
5740,rpi-78m,12531,pain
5740,rpi-78m,25275,lateral
5740,rpi-78m,25406,asthenia
5741,ags-005,1909,leukemia
5741,ags-005,100033,tics
5744,crx-139,1369,arthritis
5744,crx-139,1370,rheumatoid arthritis
5746,pf-03187207,501,glaucoma
5746,pf-03187207,822,hypertension
5746,pf-03187207,1259,coma
5746,pf-03187207,7906,ocular hypertension
5747,r-851,11856,pica
5747,r-851,12740,papilloma
5747,r-851,32131,cervical dysplasia
5749,mpi-674,11010,chronic
5750,ave-1625,1513,obesity
5750,ave-1625,2511,alzheimer disease
5750,ave-1625,100753,schizophrenia
5751,rp01,2099,asthma
5751,rp01,12393,allergy
5752,alks 27,11010,chronic
5754,iph 1101,1909,leukemia
5754,iph 1101,2665,lymphoma
5754,iph 1101,12115,hepatitis
5755,bf-37,1047,atopic dermatitis
5755,bf-37,11856,pica
5757,dnb-001,501,glaucoma
5757,dnb-001,822,hypertension
5757,dnb-001,1259,coma
5757,dnb-001,7906,ocular hypertension
5765,atx-201,25127,actinic keratosis
5766,acp-104,11856,pica
5766,acp-104,100753,schizophrenia
5767,andrographolide,2583,colitis
5767,andrographolide,11947,respiratory tract infection
5767,andrographolide,100279,ulcerative colitis
5768,alkaline phosphatase,2583,colitis
5768,alkaline phosphatase,100279,ulcerative colitis
5769,lcp-atorfen,3077,hyperlipidemia
5771,lll-3348,11010,chronic
5771,lll-3348,31915,stable
5772,rabeximod,1369,arthritis
5772,rabeximod,1370,rheumatoid arthritis
5772,rabeximod,12826,moderate
5772,rabeximod,12828,severe
5773,trastuzumab emtansine,508,ptosis
5775,crx-401,819,diabetes mellitus
5776,ic41,12115,hepatitis
5777,thrombomodulin alfa,1907,thromboembolism
5777,thrombomodulin alfa,100806,sepsis
5778,col-118,10783,erythema
5778,col-118,11856,pica
5779,oglufanide,11010,chronic
5779,oglufanide,12115,hepatitis
5779,oglufanide,12828,severe
5779,oglufanide,200123,chronic hepatitis
5780,atx-101,12032,lipoma
5780,atx-101,12838,localized
5786,irofulven,1259,coma
5786,irofulven,12125,prostate cancer
5786,irofulven,100242,sarcoma
5787,lm-609,1369,arthritis
5787,lm-609,1370,rheumatoid arthritis
5787,lm-609,2861,melanoma
5787,lm-609,12125,prostate cancer
5789,mx6,508,ptosis
5789,mx6,32131,cervical dysplasia
5790,sr 140333,2099,asthma
5790,sr 140333,12393,allergy
5790,sr 140333,500093,food allergy
5791,perflubron,2595,ileus
5792,arylacenamide,12125,prostate cancer
5792,arylacenamide,30646,peripheral
5794,serelaxin,789,infertility
5794,serelaxin,1635,congestive heart failure
5794,serelaxin,30646,peripheral
5794,serelaxin,100324,scleroderma
5796,daglutril,822,hypertension
5796,daglutril,1635,congestive heart failure
5797,tnx-901,2099,asthma
