#DrugBank-ID,Drug_name,Disease_ID,Disease_name
9301,chondroitin sulfate,165720,osteoarthritis
9303,evolocumab,391665,homozygous familial hypercholesterolemia
9323,benzathine benzylpenicillin,3099,rheumatic fever
9323,benzathine benzylpenicillin,3299,tetanus
9323,benzathine benzylpenicillin,509,leptospirosis
9327,tegafur-uracil,114500,colorectal cancer
9329,antihemophilic factor (recombinant)- pegylated-,134500,factor viii deficiency
9329,antihemophilic factor (recombinant)- pegylated-,306700,hemophilia a
9329,antihemophilic factor (recombinant)- pegylated-,903,von willebrand disease
9329,antihemophilic factor (recombinant)- pegylated-,98878,hemophilia a
9330,osimertinib,211980,lung cancer
9331,daratumumab,29073,multiple myeloma
9332,kappadione,219700,cystic fibrosis
9332,kappadione,586,cystic fibrosis
9336,technetium tc-99m nofetumomab merpentan,211980,lung cancer
9343,tipiracil,114500,colorectal cancer
9363,rauwolfia serpentina root,181500,schizophrenia
9381,estrogens- esterified-,114480,breast cancer
9381,estrogens- esterified-,166710,osteoporosis
9381,estrogens- esterified-,176807,prostate cancer
9397,technetium tc-99m sulfur colloid,109350,gastroesophageal reflux
9397,technetium tc-99m sulfur colloid,114480,breast cancer
9418,potassium perchlorate,211750,c syndrome
9418,potassium perchlorate,1308,c syndrome
9421,protirelin,963,acromegaly
9498,strontium chloride sr-89,114480,breast cancer
9498,strontium chloride sr-89,176807,prostate cancer
9511,talc,608089,endometrial cancer
9516,mequinol,150900,lentigines
9526,hydroquinone,550,melas
9546,iobenguane sulfate i-123,171300,pheochromocytoma
9546,iobenguane sulfate i-123,635,neuroblastoma
9559,necitumumab,211980,lung cancer
9563,choline c-11,176807,prostate cancer
9568,omega-3-carboxylic acids,211750,c syndrome
9568,omega-3-carboxylic acids,601665,obesity
9568,omega-3-carboxylic acids,1308,c syndrome
9570,ixazomib,29073,multiple myeloma
10076,haemophilus influenzae type b strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen,3299,tetanus
10283,rabies virus inactivated antigen- a-,770,rabies
10343,bacillus calmette-guerin substrain tice live antigen,3389,tuberculosis
10583,clostridium tetani toxoid antigen (formaldehyde inactivated),3299,tetanus
10795,poliovirus type 1 antigen (formaldehyde inactivated),2912,poliomyelitis
10796,poliovirus type 2 antigen (formaldehyde inactivated),2912,poliomyelitis
10797,poliovirus type 3 antigen (formaldehyde inactivated),2912,poliomyelitis
10803,salmonella typhi ty2 vi polysaccharide antigen,99745,typhoid
10805,yellow fever vaccine,99829,yellow fever
10990,haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,3299,tetanus
10997,autologous cultured chondrocytes,165720,osteoarthritis
11050,salmonella typhi ty21a live antigen,99745,typhoid
11054,human cord blood hematopoietic progenitor cell,227650,fanconi anemia
11054,human cord blood hematopoietic progenitor cell,39812,graft versus host disease
11054,human cord blood hematopoietic progenitor cell,84,fanconi anemia
11126,calcium gluconate,166710,osteoporosis
11168,calcium threonate,166710,osteoporosis
11182,rose bengal,114480,breast cancer
11198,peppermint oil,109350,gastroesophageal reflux
11217,arbutin,150900,lentigines
11217,arbutin,550,melas
11242,gelatin,165720,osteoarthritis
11242,gelatin,166710,osteoporosis
11242,gelatin,180300,rheumatoid arthritis
11248,zinc gluconate,301700,anosmia
11251,tocopherol,200100,abetalipoproteinemia
11251,tocopherol,14,abetalipoproteinemia
11263,polydatin,114500,colorectal cancer
11268,protocatechualdehyde,114480,breast cancer
11268,protocatechualdehyde,114500,colorectal cancer
11282,diethyltoluamide,673,malaria
11282,diethyltoluamide,91546,lyme disease
11321,cod liver oil,166710,osteoporosis
11328,tetradecyl hydrogen sulfate (ester),192200,varicose veins
11330,factor ix complex (human),306900,hemophilia b
11330,factor ix complex (human),98879,hemophilia b
11359,guaiacol,171300,pheochromocytoma
11359,guaiacol,635,neuroblastoma
11362,selexipag,182090,pulmonary arterial hypertension
11363,alectinib,211980,lung cancer
11366,roquinimex,109100,autoimmune disease
11563,sebelipase alfa,278000,lysosomal acid lipase deficiency
11563,sebelipase alfa,275761,lysosomal acid lipase deficiency
11569,ixekizumab,109100,autoimmune disease
11569,ixekizumab,180300,rheumatoid arthritis
11574,elbasvir,114550,hepatocellular carcinoma
11574,elbasvir,88673,hepatocellular carcinoma
11575,grazoprevir,114550,hepatocellular carcinoma
11575,grazoprevir,88673,hepatocellular carcinoma
11584,pipradrol,601665,obesity
11588,carbon monoxide,211980,lung cancer
11588,carbon monoxide,219700,cystic fibrosis
11588,carbon monoxide,586,cystic fibrosis
11595,atezolizumab,109100,autoimmune disease
11596,levoleucovorin,114500,colorectal cancer
11596,levoleucovorin,668,osteosarcoma
11597,human rho(d) immune globulin,3002,immune thrombocytopenic purpura
11601,tuberculin purified protein derivative,3389,tuberculosis
11603,human rabies virus immune globulin,770,rabies
11604,tetanus immune globulin,3299,tetanus
11606,susoctocog alfa,306700,hemophilia a
11606,susoctocog alfa,73274,acquired hemophilia
11606,susoctocog alfa,98878,hemophilia a
11607,efmoroctocog alfa,134500,factor viii deficiency
11608,eftrenonacog alfa,306900,hemophilia b
11608,eftrenonacog alfa,98879,hemophilia b
11613,velpatasvir,114550,hepatocellular carcinoma
11613,velpatasvir,88673,hepatocellular carcinoma
11627,hepatitis b vaccine (recombinant),114550,hepatocellular carcinoma
11627,hepatitis b vaccine (recombinant),88673,hepatocellular carcinoma
11632,opicapone,116790,catechol-o-methyltransferase
11637,delamanid,3389,tuberculosis
11638,artenimol,673,malaria
11640,amifampridine,211750,c syndrome
11640,amifampridine,211980,lung cancer
11640,amifampridine,1308,c syndrome
11640,amifampridine,43393,lambert-eaton myasthenic syndrome
11644,tafamidis,69,amyloidosis
11647,incyclinide,33276,kaposi sarcoma
11651,dactolisib,114480,breast cancer
11651,dactolisib,310465,n syndrome
11651,dactolisib,201,cowden syndrome
11651,dactolisib,2608,n syndrome
11652,tucatinib,114480,breast cancer
11657,tabalumab,109100,autoimmune disease
11657,tabalumab,180300,rheumatoid arthritis
11662,rabusertib,211980,lung cancer
11663,pictilisib,114480,breast cancer
11665,bms-690514,114480,breast cancer
11666,buparlisib,114480,breast cancer
11666,buparlisib,211980,lung cancer
11667,2'-cyano-2'-deoxy-1-(beta-d-arabinofuranosyl)cytosine,114500,colorectal cancer
11669,ortataxel,211980,lung cancer
11669,ortataxel,360,glioblastoma
11672,curcumin,114480,breast cancer
11672,curcumin,176807,prostate cancer
11672,curcumin,181500,schizophrenia
11672,curcumin,211980,lung cancer
11672,curcumin,29073,multiple myeloma
11674,equol,114480,breast cancer
11675,mosapride,310465,n syndrome
11675,mosapride,2608,n syndrome
11677,triheptanoin,206583,adult polyglucosan body disease
11679,fruquintinib,114500,colorectal cancer
11680,ficlatuzumab,211980,lung cancer
11684,apr-246,167000,ovarian cancer
11685,figitumumab,114480,breast cancer
11688,2-chloroethyl-3-sarcosinamide-1-nitrosourea,114500,colorectal cancer
11689,selumetinib,114480,breast cancer
11689,selumetinib,211980,lung cancer
11692,azd-2624,181500,schizophrenia
11702,antineoplaston a10,211980,lung cancer
11703,acalabrutinib,167000,ovarian cancer
11703,acalabrutinib,29073,multiple myeloma
11703,acalabrutinib,52416,mantle cell lymphoma
11703,acalabrutinib,98293,hodgkin lymphoma
11708,peficitinib,180300,rheumatoid arthritis
11712,tezacaftor,219700,cystic fibrosis
11712,tezacaftor,586,cystic fibrosis
11717,epacadostat,360,glioblastoma
11718,encorafenib,114500,colorectal cancer
11724,bombesin,176807,prostate cancer
11726,encenicline,181500,schizophrenia
11727,endostar,161550,nasopharyngeal carcinoma
11727,endostar,211980,lung cancer
11731,depatuxizumab mafodotin,360,glioblastoma
11735,galactose,167000,ovarian cancer
11737,icotinib,211980,lung cancer
11740,mk-1775,167000,ovarian cancer
11740,mk-1775,360,glioblastoma
11741,famitinib,114500,colorectal cancer
11743,ipatasertib,114480,breast cancer
11745,otenabant,601665,obesity
11746,onartuzumab,114500,colorectal cancer
11746,onartuzumab,211980,lung cancer
11746,onartuzumab,360,glioblastoma
11750,clobetasol,801,scleroderma
11754,lirilumab,29073,multiple myeloma
11755,tetrahydrocannabivarin,181500,schizophrenia
11759,pevonedistat,29073,multiple myeloma
11759,pevonedistat,98293,hodgkin lymphoma
11762,marizomib,360,glioblastoma
11763,momelotinib,3318,essential thrombocythemia
11763,momelotinib,729,polycythemia vera
11763,momelotinib,824,primary myelofibrosis
11764,spebrutinib,180300,rheumatoid arthritis
11767,sarilumab,180300,rheumatoid arthritis
11769,funapide,165720,osteoarthritis
11771,tremelimumab,114550,hepatocellular carcinoma
11771,tremelimumab,88673,hepatocellular carcinoma
11772,pilaralisib,114480,breast cancer
11772,pilaralisib,360,glioblastoma
11776,brodalumab,180300,rheumatoid arthritis
11780,allicin,613024,follicular lymphoma
11780,allicin,545,follicular lymphoma
11781,tosedostat,260350,pancreatic cancer
11781,tosedostat,29073,multiple myeloma
11782,birinapant,211750,c syndrome
11782,birinapant,1308,c syndrome
11784,nrx-1074,181500,schizophrenia
11787,ralimetinib,114480,breast cancer
11787,ralimetinib,360,glioblastoma
11791,capmatinib,114500,colorectal cancer
11793,niraparib,167000,ovarian cancer
11797,aceneuramic acid,599,distal myopathy
11800,tivozanib,167000,ovarian cancer
11800,tivozanib,176807,prostate cancer
11800,tivozanib,360,glioblastoma
11803,sirukumab,397,giant cell arteritis
11804,azd-5672,180300,rheumatoid arthritis
11805,saracatinib,167000,ovarian cancer
11805,saracatinib,668,osteosarcoma
11806,vtp-194204,211980,lung cancer
11809,artefenomel,673,malaria
11810,etarfolatide,211980,lung cancer
11813,mipsagargin,114550,hepatocellular carcinoma
11813,mipsagargin,176807,prostate cancer
11813,mipsagargin,360,glioblastoma
11813,mipsagargin,88673,hepatocellular carcinoma
11815,tilarginine,601665,obesity
11817,baricitinib,109100,autoimmune disease
11817,baricitinib,180300,rheumatoid arthritis
11827,ertugliflozin,601665,obesity
11828,neratinib,114480,breast cancer
11830,mocetinostat,211750,c syndrome
11830,mocetinostat,1308,c syndrome
11833,basimglurant,908,fragile x syndrome
11835,indium in-111 pentetreotide,553,cushing syndrome
11835,indium in-111 pentetreotide,797,sarcoidosis
11836,sapanisertib,360,glioblastoma
11838,revamilast,180300,rheumatoid arthritis
11840,dalotuzumab,114480,breast cancer
11840,dalotuzumab,114500,colorectal cancer
11840,dalotuzumab,211980,lung cancer
11841,entinostat,114480,breast cancer
11841,entinostat,211980,lung cancer
11843,pf-04958242,181500,schizophrenia
11846,creatinine,803,amyotrophic lateral sclerosis
11849,emibetuzumab,211980,lung cancer
11850,ublituximab,52416,mantle cell lymphoma
11850,ublituximab,71211,neuromyelitis optica
11851,bafetinib,360,glioblastoma
11851,bafetinib,521,chronic myeloid leukemia
11853,relugolix,176807,prostate cancer
11857,seribantumab,114500,colorectal cancer
11860,aramchol,211750,c syndrome
11860,aramchol,1308,c syndrome
11861,litronesib,167000,ovarian cancer
11861,litronesib,176807,prostate cancer
11862,landogrozumab,260350,pancreatic cancer
11865,brivanib alaninate,114500,colorectal cancer
11866,romosozumab,166710,osteoporosis
11867,jnj-39393406,181500,schizophrenia
11869,valspodar,114480,breast cancer
11870,rg-4733,668,osteosarcoma
11874,crocin,211750,c syndrome
11874,crocin,1308,c syndrome
11875,3-3'-diindolylmethane-,176807,prostate cancer
11877,basmisanil,310465,n syndrome
11877,basmisanil,2608,n syndrome
11877,basmisanil,870,down syndrome
11880,acridine carboxamide,211980,lung cancer
11881,auy922,114480,breast cancer
11884,vadastuximab talirine,211750,c syndrome
11884,vadastuximab talirine,1308,c syndrome
11884,vadastuximab talirine,520,acute promyelocytic leukemia
11885,anlotinib,114500,colorectal cancer
11885,anlotinib,211980,lung cancer
11890,cilengitide,211980,lung cancer
11891,cudc-907,114480,breast cancer
11891,cudc-907,29073,multiple myeloma
11891,cudc-907,443167,nut midline carcinoma
11893,avagacestat,104300,alzheimer disease
11894,efatutazone,29073,multiple myeloma
11894,efatutazone,69078,liposarcoma
11896,gedatolisib,114480,breast cancer
11896,gedatolisib,608089,endometrial cancer
11901,apalutamide,176807,prostate cancer
11903,gw842166,165720,osteoarthritis
11905,sutezolid,3389,tuberculosis
11907,rociletinib,211980,lung cancer
11910,mk-0249,181500,schizophrenia
11911,galunisertib,176807,prostate cancer
11911,galunisertib,360,glioblastoma
11913,ly-2090314,260350,pancreatic cancer
11914,lebrikizumab,2032,idiopathic pulmonary fibrosis
11915,valbenazine,272620,tardive dyskinesia
11917,vatiquinone,214,cystinuria
11917,vatiquinone,778,rett syndrome
11918,guadecitabine,114500,colorectal cancer
11919,6-o-benzylguanine,360,glioblastoma
11919,6-o-benzylguanine,98293,hodgkin lymphoma
11921,deflazacort,98896,duchenne muscular dystrophy
11928,vosoritide,15,achondroplasia
11930,varlilumab,52416,mantle cell lymphoma
11940,triapine,176807,prostate cancer
11940,triapine,211980,lung cancer
11940,triapine,260350,pancreatic cancer
11941,tasisulam,114480,breast cancer
11941,tasisulam,167000,ovarian cancer
11952,duvelisib,613024,follicular lymphoma
11952,duvelisib,545,follicular lymphoma
11956,delanzomib,29073,multiple myeloma
11957,idalopirdine,181500,schizophrenia
11958,brivanib,114500,colorectal cancer
11958,brivanib,114550,hepatocellular carcinoma
11958,brivanib,88673,hepatocellular carcinoma
11960,carboxyamidotriazole,114480,breast cancer
11960,carboxyamidotriazole,167000,ovarian cancer
11960,carboxyamidotriazole,211980,lung cancer
11961,azd-1236,219700,cystic fibrosis
11961,azd-1236,586,cystic fibrosis
11962,gsk-1059615,114480,breast cancer
11962,gsk-1059615,608089,endometrial cancer
11963,dacomitinib,211980,lung cancer
11965,sjg-136,211750,c syndrome
11965,sjg-136,1308,c syndrome
11970,burixafor,29073,multiple myeloma
11972,rilotumumab,176807,prostate cancer
11972,rilotumumab,211980,lung cancer
11973,tesevatinib,133239,esophageal cancer
11973,tesevatinib,176807,prostate cancer
11974,pf-04691502,114480,breast cancer
11975,tak-448,176807,prostate cancer
11976,anifrolumab,801,scleroderma
11983,placulumab,180300,rheumatoid arthritis
11986,entrectinib,635,neuroblastoma
11988,ocrelizumab,109100,autoimmune disease
11991,oprozomib,114550,hepatocellular carcinoma
11991,oprozomib,29073,multiple myeloma
11991,oprozomib,88673,hepatocellular carcinoma
11993,pf-03463275,181500,schizophrenia
11994,diacerein,165720,osteoarthritis
11996,thymopentin,114550,hepatocellular carcinoma
11996,thymopentin,88673,hepatocellular carcinoma
11997,interleukin-7,114480,breast cancer
12001,abemaciclib,114480,breast cancer
12001,abemaciclib,360,glioblastoma
12005,nirogacestat,114480,breast cancer
12005,nirogacestat,873,desmoid tumor
12007,isoflavone,176807,prostate cancer
12008,prexasertib,114480,breast cancer
12008,prexasertib,167000,ovarian cancer
12010,fostamatinib,180300,rheumatoid arthritis
12010,fostamatinib,3002,immune thrombocytopenic purpura
12014,ozoralizumab,180300,rheumatoid arthritis
12015,alpelisib,114480,breast cancer
12019,tesetaxel,176807,prostate cancer
12028,broxuridine,176807,prostate cancer
12036,naquotinib,211980,lung cancer
12047,ganetespib,114480,breast cancer
12047,ganetespib,211750,c syndrome
12047,ganetespib,211980,lung cancer
12047,ganetespib,1308,c syndrome
12048,savolitinib,114500,colorectal cancer
12049,dasolampanel etibutil-,256870,neuropathy- painful
12050,ly-3039478,114480,breast cancer
12056,trebananib,167000,ovarian cancer
12059,jnj-40411813,181500,schizophrenia
12060,rrx-001,615619,cholangiocarcinoma
12060,rrx-001,70567,cholangiocarcinoma
12062,volasertib,211750,c syndrome
12062,volasertib,1308,c syndrome
12066,orteronel,176807,prostate cancer
12071,vabicaserin,181500,schizophrenia
12072,orantinib,114480,breast cancer
12072,orantinib,176807,prostate cancer
12072,orantinib,211980,lung cancer
12077,urelumab,29073,multiple myeloma
12078,enobosarm,114480,breast cancer
12085,lcl-161,114480,breast cancer
12085,lcl-161,167000,ovarian cancer
12089,lorvotuzumab mertansine,167000,ovarian cancer
12089,lorvotuzumab mertansine,29073,multiple myeloma
12090,patritumab,211980,lung cancer
12093,tetrahydropalmatine,181500,schizophrenia
12095,telotristat ethyl,100093,carcinoid syndrome
12098,l-baclofen,221091,trigeminal neuralgia
12104,tarextumab,211980,lung cancer
12104,tarextumab,260350,pancreatic cancer
12108,taselisib,114480,breast cancer
12108,taselisib,167000,ovarian cancer
12109,cpi-613,260350,pancreatic cancer
12112,zuretinol acetate,268000,retinitis pigmentosa
12112,zuretinol acetate,65,leber congenital amaurosis
12112,zuretinol acetate,791,retinitis pigmentosa
12113,ce-224535,165720,osteoarthritis
12114,poziotinib,114480,breast cancer
12117,mitometh,155255,medulloblastoma
12117,mitometh,161550,nasopharyngeal carcinoma
12117,mitometh,211980,lung cancer
12117,mitometh,616,medulloblastoma
12118,sotatercept,109800,bladder cancer
12118,sotatercept,29073,multiple myeloma
12119,gevokizumab,165720,osteoarthritis
12119,gevokizumab,48104,pyoderma gangrenosum
12120,avoralstat,91378,hereditary angioedema
12121,entospletinib,613024,follicular lymphoma
12121,entospletinib,52416,mantle cell lymphoma
12121,entospletinib,545,follicular lymphoma
12121,entospletinib,98293,hodgkin lymphoma
12129,tideglusib,104300,alzheimer disease
12129,tideglusib,683,progressive supranuclear palsy
12130,lorlatinib,211980,lung cancer
12132,vanutide cridificar,104300,alzheimer disease
12135,elubrixin,219700,cystic fibrosis
12135,elubrixin,586,cystic fibrosis
12140,dilmapimod,180300,rheumatoid arthritis
12142,duligotuzumab,114500,colorectal cancer
12143,rezatomidine-,256870,neuropathy- painful
12144,bms-275183,211980,lung cancer
12145,azd-0328,181500,schizophrenia
12148,menatetrenone,114550,hepatocellular carcinoma
12148,menatetrenone,166710,osteoporosis
12148,menatetrenone,88673,hepatocellular carcinoma
12149,s-3304,211980,lung cancer
12152,simtuzumab,114500,colorectal cancer
12152,simtuzumab,260350,pancreatic cancer
12152,simtuzumab,2032,idiopathic pulmonary fibrosis
12154,itacitinib,608089,endometrial cancer
12157,fasinumab,165720,osteoarthritis
12158,filorexant-,256870,neuropathy- painful
12160,bucillamine,180300,rheumatoid arthritis
12167,ly-3023414,114480,breast cancer
12168,mk-0557,181500,schizophrenia
12170,veledimex,114480,breast cancer
12170,veledimex,360,glioblastoma
12174,cudc-101,114480,breast cancer
12179,secoisolariciresinol,114480,breast cancer
12180,apitolisib,114480,breast cancer
12180,apitolisib,176807,prostate cancer
12182,binetrakin,211750,c syndrome
12182,binetrakin,1308,c syndrome
12183,sapitinib,114480,breast cancer
12185,exatecan,211980,lung cancer
12188,zicronapine,181500,schizophrenia
12190,faropenem,3389,tuberculosis
12192,emeramide,330021,mercury poisoning
12193,ajulemic acid,160750,myositis
12193,ajulemic acid,219700,cystic fibrosis
12193,ajulemic acid,220393,diffuse cutaneous systemic sclerosis
12193,ajulemic acid,221,dermatomyositis
12193,ajulemic acid,586,cystic fibrosis
12193,ajulemic acid,90291,systemic sclerosis
12194,atamestane,114480,breast cancer
12196,cp-866087,601665,obesity
12198,fosdagrocorat,180300,rheumatoid arthritis
12201,pf-03654746,181500,schizophrenia
12205,ganitumab,114480,breast cancer
12206,n-6022,219700,cystic fibrosis
12206,n-6022,586,cystic fibrosis
12208,iron isomaltoside 1000,133239,esophageal cancer
12209,tirasemtiv,589,myasthenia gravis
12209,tirasemtiv,803,amyotrophic lateral sclerosis
12218,azd-5363,114480,breast cancer
12220,org-25935,181500,schizophrenia
12227,tetulomab tetraxetan lu-177,98293,hodgkin lymphoma
12229,cerlapirdine,104300,alzheimer disease
12231,temefos,673,malaria
12232,krn-7000,211980,lung cancer
12233,iguratimod,180300,rheumatoid arthritis
12234,bms-214662,211750,c syndrome
12234,bms-214662,1308,c syndrome
12234,bms-214662,520,acute promyelocytic leukemia
12234,bms-214662,86839,refractory anemia with excess blasts
12234,bms-214662,98826,refractory anemia
12238,mk-0777,181500,schizophrenia
12239,balicatib,165720,osteoarthritis
12239,balicatib,166710,osteoporosis
12249,stem bromelain,165720,osteoarthritis
12250,cixutumumab,211980,lung cancer
12252,pg-701,180300,rheumatoid arthritis
12253,gdc-0810,114480,breast cancer
12254,abt-751,211980,lung cancer
12257,platinum,114480,breast cancer
12257,platinum,167000,ovarian cancer
12257,platinum,211980,lung cancer
12257,platinum,168829,primary peritoneal carcinoma
12261,ascrinvacumab,50251,pleural mesothelioma
12263,begacestat,104300,alzheimer disease
12265,fexinidazole,3386,american trypanosomiasis
12267,brigatinib,211980,lung cancer
12275,seviteronel,176807,prostate cancer
12276,apomine,166710,osteoporosis
12281,luspatercept,211750,c syndrome
12281,luspatercept,613985,beta-thalassemia
12281,luspatercept,1308,c syndrome
12281,luspatercept,848,beta-thalassemia
12282,defactinib,50251,pleural mesothelioma
12287,talsaclidine,104300,alzheimer disease
12291,tacedinaline,211980,lung cancer
12291,tacedinaline,260350,pancreatic cancer
12291,tacedinaline,29073,multiple myeloma
12296,gs-5745,114480,breast cancer
12296,gs-5745,114500,colorectal cancer
12296,gs-5745,260350,pancreatic cancer
12300,p-nitrobiphenyl,176780,pelvic organ prolapse
12302,cp-724714,114480,breast cancer
12303,motolimod,167000,ovarian cancer
12304,entolimod,114500,colorectal cancer
12306,cipargamin,673,malaria
12307,foretinib,114480,breast cancer
12310,trehalose,270,oculopharyngeal muscular dystrophy
12314,chlorproguanil,673,malaria
12317,vanucizumab,114500,colorectal cancer
12320,palovarotene,337,fibrodysplasia ossificans progressiva
12321,ifetroban,109100,autoimmune disease
12321,ifetroban,801,scleroderma
12323,radotinib,521,chronic myeloid leukemia
12326,antroquinonol,211980,lung cancer
12328,cantharidin,507,leishmaniasis
12330,blisibimod,608710,granulomatosis with polyangiitis
12330,blisibimod,727,microscopic polyangiitis
12330,blisibimod,900,granulomatosis with polyangiitis
12331,labetuzumab govitecan,114500,colorectal cancer
12332,rucaparib,167000,ovarian cancer
12333,spk-843,1546,cryptococcosis
12335,tanezumab,165720,osteoarthritis
12338,carisbamate,103780,alcohol dependence
12341,ly-2456302,103780,alcohol dependence
12342,ensituximab,114500,colorectal cancer
12342,ensituximab,260350,pancreatic cancer
12344,fezakinumab,180300,rheumatoid arthritis
12348,5-amino-1-3-4-thiadiazole-2-thiol-,3389,tuberculosis
12349,dulanermin,114500,colorectal cancer
12354,imrecoxib,165720,osteoarthritis
12356,fletikumab,180300,rheumatoid arthritis
12363,dusigitumab,114480,breast cancer
12363,dusigitumab,114550,hepatocellular carcinoma
12363,dusigitumab,88673,hepatocellular carcinoma
12365,perzinfotel-,256870,neuropathy- painful
12369,sotrastaurin,39044,uveal melanoma
12369,sotrastaurin,52416,mantle cell lymphoma
12371,siponimod,109100,autoimmune disease
12371,siponimod,160750,myositis
12371,siponimod,221,dermatomyositis
12371,siponimod,732,polymyositis
12374,velmanase alfa,61,alpha-mannosidosis
12376,ricolinostat,114480,breast cancer
12378,apricoxib,114480,breast cancer
12378,apricoxib,211980,lung cancer
12378,apricoxib,260350,pancreatic cancer
12381,merestinib,114500,colorectal cancer
12384,ar-67,360,glioblastoma
12385,10-hydroxycamptothecin,211750,c syndrome
12385,10-hydroxycamptothecin,1308,c syndrome
12386,bacillus calmette-guerin substrain danish 1331 live antigen,3389,tuberculosis
12391,sagopilone,114480,breast cancer
12392,resminostat,114550,hepatocellular carcinoma
12392,resminostat,254400,mycosis fungoides
12392,resminostat,88673,hepatocellular carcinoma
12396,fresolimumab,114480,breast cancer
12396,fresolimumab,90291,systemic sclerosis
12397,dsm-265,673,malaria
12398,naproxen etemesil,165720,osteoarthritis
12399,polmacoxib,165720,osteoarthritis
12400,voxtalisib,114480,breast cancer
12400,voxtalisib,360,glioblastoma
12401,bromperidol,181500,schizophrenia
12402,pumosetrag,109350,gastroesophageal reflux
12403,samarium,176807,prostate cancer
12403,samarium,668,osteosarcoma
12405,triciribine,114480,breast cancer
12405,triciribine,167000,ovarian cancer
12410,sabarubicin,176807,prostate cancer
12411,r-428,211980,lung cancer
12414,usistapide,601665,obesity
12415,galeterone,176807,prostate cancer
12420,diazepinomicin,360,glioblastoma
12422,sulforaphane,209850,autism
12425,liothyronine i-131,1209,tricuspid atresia
12426,bitopertin,181500,schizophrenia
12429,ci-1040,114480,breast cancer
12429,ci-1040,114500,colorectal cancer
12429,ci-1040,211980,lung cancer
12429,ci-1040,260350,pancreatic cancer
12435,tipelukast,2032,idiopathic pulmonary fibrosis
12440,verdiperstat,102,multiple system atrophy
12454,zalypsis,608089,endometrial cancer
12459,belotecan,167000,ovarian cancer
12462,ralinepag,182090,pulmonary arterial hypertension
12463,semagacestat,104300,alzheimer disease
12476,cpg-52852,114480,breast cancer
12476,cpg-52852,167000,ovarian cancer
12483,copanlisib,613024,follicular lymphoma
12483,copanlisib,545,follicular lymphoma
12483,copanlisib,98293,hodgkin lymphoma
12485,pimonidazole,176807,prostate cancer
12489,mirvetuximab soravtansine,167000,ovarian cancer
12489,mirvetuximab soravtansine,608089,endometrial cancer
12494,sgi-1776,176807,prostate cancer
12512,verucerfont,418,congenital adrenal hyperplasia
12513,omaveloxolone,211980,lung cancer
12514,iofolastat i-123,176807,prostate cancer
12515,9-aminocamptothecin,133239,esophageal cancer
12515,9-aminocamptothecin,167000,ovarian cancer
12519,sarcosine,181500,schizophrenia
12521,methyl pyrrolidone,29073,multiple myeloma
12522,toreforant,180300,rheumatoid arthritis
12525,molgramostim,219700,cystic fibrosis
12525,molgramostim,586,cystic fibrosis
12525,molgramostim,747,autoimmune pulmonary alveolar proteinosis
12528,glyceryl trierucate,300100,adrenoleukodystrophy
12534,mavrilimumab,180300,rheumatoid arthritis
12535,ac-430,180300,rheumatoid arthritis
12536,n-acetylmannosamine,602,gne myopathy
12537,benzodiazepine,601665,obesity
12539,oltipraz,211980,lung cancer
12540,lecozotan,104300,alzheimer disease
12542,gsk-356278,399,huntington disease
12543,samidorphan,103780,alcohol dependence
12543,samidorphan,181500,schizophrenia
12549,pyrazoloacridine,114480,breast cancer
12549,pyrazoloacridine,211980,lung cancer
12550,taladegib,114480,breast cancer
12551,idazoxan,104300,alzheimer disease
12558,aee-788,360,glioblastoma
12559,ec-17,167000,ovarian cancer
12560,blosozumab,166710,osteoporosis
12561,wnt-974,114500,colorectal cancer
12561,wnt-974-,275355,squamous cell carcinoma- head and neck
12563,mk-0686,165720,osteoarthritis
12564,gemcitabine elaidate,211980,lung cancer
12566,decernotinib,180300,rheumatoid arthritis
12568,tecemotide,176807,prostate cancer
12570,cc-223,114550,hepatocellular carcinoma
12570,cc-223,211980,lung cancer
12570,cc-223,29073,multiple myeloma
12570,cc-223,360,glioblastoma
12570,cc-223,88673,hepatocellular carcinoma
12571,rimacalib,180300,rheumatoid arthritis
12572,pexacerfont,103780,alcohol dependence
12573,ly-2452473,176807,prostate cancer
12574,ly-295501,167000,ovarian cancer
12579,jnj-37822681,181500,schizophrenia
12581,ozarelix,176807,prostate cancer
12582,piperine,29073,multiple myeloma
12583,maltodextrin,209850,autism
12583,maltodextrin,603903,sickle cell anemia
12583,maltodextrin,232,sickle cell anemia
12584,bimagrumab,147421,inclusion body myositis
12584,bimagrumab,160750,myositis
12584,bimagrumab,611,inclusion body myositis
12585,ondelopran,103780,alcohol dependence
12588,azd-1480,824,primary myelofibrosis
12589,dacetuzumab,29073,multiple myeloma
12589,dacetuzumab,98293,hodgkin lymphoma
12593,apaziquone,109800,bladder cancer
12594,azd-9056,180300,rheumatoid arthritis
12598,nafamostat,310465,n syndrome
12598,nafamostat,2608,n syndrome
12601,sonolisib,176807,prostate cancer
12601,sonolisib,211980,lung cancer
12601,sonolisib,360,glioblastoma
12602,pentetreotide,553,cushing syndrome
12609,tovetumab,360,glioblastoma
12613,davunetide,310465,n syndrome
12613,davunetide,2608,n syndrome
12613,davunetide,683,progressive supranuclear palsy
12614,reparixin,114480,breast cancer
12616,sprifermin,165720,osteoarthritis
